frecuencia_compra,engagement,valor_historico,satisfaccion,dias_desde_ultima_compra,presupuesto_empresa,canal_preferido_Instagram,canal_preferido_Llamada,canal_preferido_Web,canal_preferido_WhatsApp,tamaño_empresa_Grande,tamaño_empresa_Mediana,tamaño_empresa_Micro,tamaño_empresa_Pequeña,industria_empresa_Comercio,industria_empresa_Construcción,industria_empresa_Educación,industria_empresa_Manufactura,industria_empresa_Salud,industria_empresa_Servicios Profesionales,industria_empresa_Tecnología,industria_empresa_Turismo
-0.4988509476821572,1.6254357030210451,-0.9632180877428433,-0.0068550250150934385,-0.0598665297101595,-0.45912704425701417,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4988509476821572,-0.2554782653728563,0.44005024824557054,-0.7070023526930482,-1.4946950999742148,-0.48511919195338205,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.3462816933743154,0.8872275326298903,-0.42886279187466214,0.6932923026628613,0.5887546047927696,-0.3946419035460783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3462816933743154,0.8872275326298903,-0.42886279187466214,0.6932923026628613,0.5887546047927696,-0.49410739765399353,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3462816933743154,0.8872275326298903,-0.42886279187466214,0.6932923026628613,0.5887546047927696,-0.006131424674109931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,0.9681270581522088,-1.1632047756571673,1.393439630340816,-0.0598665297101595,-0.5663744351515559,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-0.04985863800363049,-1.5174582225199242,0.6932923026628613,-0.5905565488489197,-0.5340407414929849,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.4988509476821572,1.4636366519764086,1.579197286051078,-0.0068550250150934385,-0.4922806193787789,-0.4587280251945096,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.4988509476821572,0.37149305742511085,-1.3504868419216374,-0.7070023526930482,-0.9050395231533702,-0.010745920756785519,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.3462816933743154,1.440040957032399,-1.2014474389447622,-1.407149680371003,-0.9246947090473984,-0.4522310019122911,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.3462816933743154,1.440040957032399,-1.2014474389447622,-1.407149680371003,-0.9246947090473984,-0.6139449714625766,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.3462816933743154,1.440040957032399,-1.2014474389447622,-1.407149680371003,-0.9246947090473984,-0.5681778493167635,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.4988509476821572,1.2849835331146222,-1.01542898880749,1.393439630340816,-1.6519365871264402,0.8182175918807119,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.4988509476821572,1.2849835331146222,-1.01542898880749,1.393439630340816,-1.6519365871264402,1.1321151884734588,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.4988509476821572,1.7029644149799337,-0.567469529470787,-1.407149680371003,0.41185793174651625,-0.6229283391043912,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-0.8352581982828043,0.33895979772434465,-0.7070023526930482,-0.5905565488489197,-0.5142607526991995,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-0.8352581982828043,0.33895979772434465,-0.7070023526930482,-0.5905565488489197,-0.5327622860881684,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,1.1771174990848643,-1.072692033690153,0.6932923026628613,-1.4160743563981022,-0.4584436831424091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4988509476821572,-0.8824495881708232,0.6395182617715954,-1.407149680371003,0.17599570101817838,-0.5618933284632411,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4988509476821572,-1.330767792107004,1.253035801024375,0.6932923026628613,-1.6912469589144965,-0.2448613030922174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-1.330767792107004,1.253035801024375,0.6932923026628613,-1.6912469589144965,-0.4986141114497328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,1.6389189572747649,1.6362038946030608,0.6932923026628613,-0.1581424591803003,-0.5965686686959052,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,1.6389189572747649,1.6362038946030608,0.6932923026628613,-0.1581424591803003,-0.49738034116557256,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,1.6389189572747649,1.6362038946030608,0.6932923026628613,-0.1581424591803003,-0.5170953328266676,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42371537284607913,1.2748710924243323,-0.6326101591904999,-0.0068550250150934385,1.276686111083755,2.8675170004143404,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-1.6476242670694177,0.8993056699314675,-1.407149680371003,-1.7305573307025528,-0.5707997899045575,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-1.5903204364911088,1.0369504812011947,-0.7070023526930482,-0.41365987580266633,-0.34272256611146756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-0.0903084007647895,0.9995908407536344,0.6932923026628613,1.5518587136001494,-0.20700138410878086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.42371537284607913,-0.8554830796633839,-1.1070220123304464,-0.7070023526930482,-0.1581424591803003,-0.5446876374569243,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.42371537284607913,-0.8554830796633839,-1.1070220123304464,-0.7070023526930482,-0.1581424591803003,-0.5606534208305396,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4988509476821572,0.2467729555782033,-0.5521460082809097,0.6932923026628613,0.1563405151241502,-0.3980022128670525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4988509476821572,-1.4015548769390327,1.4556181815709686,-0.0068550250150934385,-0.41365987580266633,-0.6234375562186834,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-1.1116649104840586,0.10725854967358824,-1.407149680371003,-1.1605569397757363,3.888674638239368,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-0.35323185871232415,1.3694184434100105,1.393439630340816,1.001513508567361,-0.21008042005192518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-1.0341361985251702,-1.215335612890063,-0.7070023526930482,0.5494442330047133,-0.5016248726549021,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4988509476821572,-1.0341361985251702,-1.215335612890063,-0.7070023526930482,0.5494442330047133,-0.5345493056978577,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4988509476821572,-1.0341361985251702,-1.215335612890063,-0.7070023526930482,0.5494442330047133,-0.5841292490958719,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4988509476821572,-0.25884907893628617,0.1516475624797945,-0.0068550250150934385,0.01875421386595312,-0.5594378928355543,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-0.25884907893628617,0.1516475624797945,-0.0068550250150934385,0.01875421386595312,-0.559027539265531,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-0.25884907893628617,0.1516475624797945,-0.0068550250150934385,0.01875421386595312,-0.5315371407374371,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2688480139025518,-1.3476218599241536,1.3797188294165639,-1.407149680371003,0.8049616496270794,-0.6300704695383386,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2688480139025518,-1.3476218599241536,1.3797188294165639,-1.407149680371003,0.8049616496270794,-0.5912381203240008,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-0.029633756623050886,-0.03295410593910413,1.393439630340816,1.6894450148583464,-0.1294335643797394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.4988509476821572,-1.3543634870510135,0.8482957263430835,-0.7070023526930482,0.13668532923012205,-0.6276058735914991,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.4988509476821572,1.237792143226603,1.2781085441616513,1.393439630340816,1.6108242712822338,-0.5950310866007613,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.2688480139025518,1.4568950248495487,1.5889465079984768,-0.7070023526930482,-0.2367632027564129,-0.04476649730740945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4.1139806549590245,1.1231844820699852,1.6384305974020443,-1.407149680371003,0.9228927649912483,-0.5971203379806397,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.1139806549590245,1.1231844820699852,1.6384305974020443,-1.407149680371003,0.9228927649912483,-0.5015360508575019,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.1139806549590245,1.1231844820699852,1.6384305974020443,-1.407149680371003,0.9228927649912483,-0.5794056714365157,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.73013117416667,-0.5352557911375404,0.8836410071976083,-0.0068550250150934385,0.6280649765808259,-0.5106989032986791,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
